ID,Name,Type_1,Type_2,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,Generation,Legendary,TOTAL
700,Sylveon,Fairy,,95,65,65,110,130,60,6,FALSE,202
701,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,FALSE,139
702,Dedenne,Electric,Fairy,67,58,57,81,67,101,6,FALSE,104
703,Carbink,Rock,Fairy,50,50,150,50,150,50,6,FALSE,74
704,Goomy,Dragon,,45,50,35,55,75,40,6,FALSE,55
705,Sliggoo,Dragon,,68,75,53,83,113,60,6,FALSE,112
706,Goodra,Dragon,,90,100,70,110,150,80,6,FALSE,186
707,Klefki,Steel,Fairy,57,80,91,80,87,75,6,FALSE,85
708,Phantump,Ghost,Grass,43,70,48,50,60,38,6,FALSE,49
709,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,FALSE,166
710,PumpkabooAverage Size,Ghost,Grass,49,66,70,44,55,51,6,FALSE,63
710,PumpkabooSmall Size,Ghost,Grass,44,66,70,44,55,56,6,FALSE,52
710,PumpkabooLarge Size,Ghost,Grass,54,66,70,44,55,46,6,FALSE,73
710,PumpkabooSuper Size,Ghost,Grass,59,66,70,44,55,41,6,FALSE,83
711,GourgeistAverage Size,Ghost,Grass,65,90,122,58,75,84,6,FALSE,104
711,GourgeistSmall Size,Ghost,Grass,55,85,122,58,75,99,6,FALSE,81
711,GourgeistLarge Size,Ghost,Grass,75,95,122,58,75,69,6,FALSE,133
711,GourgeistSuper Size,Ghost,Grass,85,100,122,58,75,54,6,FALSE,164
712,Bergmite,Ice,,55,69,85,32,35,28,6,FALSE,74
713,Avalugg,Ice,,95,117,184,44,46,28,6,FALSE,201
714,Noibat,Flying,Dragon,40,30,35,45,40,55,6,FALSE,42
715,Noivern,Flying,Dragon,85,70,80,97,80,123,6,FALSE,163
716,Xerneas,Fairy,,126,131,95,131,98,99,6,TRUE,341
717,Yveltal,Dark,Flying,126,131,95,131,98,99,6,TRUE,343
718,Zygarde50% Forme,Dragon,Ground,108,100,121,81,95,95,6,TRUE,257
719,Diancie,Rock,Fairy,50,100,150,100,150,50,6,TRUE,79
719,DiancieMega Diancie,Rock,Fairy,50,160,110,160,110,110,6,TRUE,79
720,HoopaHoopa Confined,Psychic,Ghost,80,110,60,150,130,70,6,TRUE,152
720,HoopaHoopa Unbound,Psychic,Dark,80,160,60,170,130,80,6,TRUE,156
721,Volcanion,Fire,Water,80,110,120,130,90,70,6,TRUE,151
